20131029.000000,0.000000,23.000000,0.000000
20131031.000000,1.000000,21.000000,0.000000
20131101.000000,0.000000,25.000000,0.500000
20131104.000000,1.000000,27.000000,0.666667
20131106.000000,0.000000,14.000000,0.750000
20131107.000000,0.000000,13.000000,0.600000
20131109.000000,0.000000,27.000000,0.500000
20131111.000000,1.000000,17.000000,0.571429
20131113.000000,1.000000,18.000000,0.625000
20131116.000000,1.000000,2.000000,0.750000
20131118.000000,1.000000,28.000000,0.750000
20131120.000000,0.000000,17.000000,0.625000
20131121.000000,0.000000,18.000000,0.625000
20131123.000000,1.000000,25.000000,0.625000
20131124.000000,1.000000,6.000000,0.750000
20131127.000000,1.000000,3.000000,0.750000
20131129.000000,0.000000,25.000000,0.750000
20131201.000000,1.000000,9.000000,0.750000
20131204.000000,0.000000,11.000000,0.625000
20131205.000000,0.000000,28.000000,0.625000
20131207.000000,0.000000,7.000000,0.625000
20131209.000000,0.000000,4.000000,0.625000
20131211.000000,0.000000,1.000000,0.625000
20131212.000000,0.000000,2.000000,0.625000
20131214.000000,0.000000,15.000000,0.500000
20131216.000000,1.000000,30.000000,0.500000
20131218.000000,1.000000,29.000000,0.625000
20131221.000000,1.000000,16.000000,0.750000
20131222.000000,1.000000,17.000000,0.750000
20131225.000000,0.000000,21.000000,0.875000
20131226.000000,0.000000,19.000000,0.750000
20131228.000000,1.000000,20.000000,0.625000
20131230.000000,1.000000,24.000000,0.750000
20140101.000000,1.000000,12.000000,0.625000
20140103.000000,0.000000,26.000000,0.625000
20140104.000000,0.000000,30.000000,0.625000
20140106.000000,1.000000,14.000000,0.500000
20140108.000000,1.000000,1.000000,0.500000
20140110.000000,1.000000,23.000000,0.625000
20140115.000000,1.000000,26.000000,0.750000
20140117.000000,0.000000,3.000000,0.750000
20140118.000000,0.000000,9.000000,0.875000
20140120.000000,0.000000,8.000000,0.750000
20140122.000000,0.000000,12.000000,0.750000
20140124.000000,0.000000,6.000000,0.750000
20140125.000000,0.000000,5.000000,0.750000
20140127.000000,0.000000,10.000000,0.750000
20140129.000000,1.000000,15.000000,0.750000
20140130.000000,0.000000,21.000000,0.750000
20140201.000000,1.000000,20.000000,0.625000
20140203.000000,0.000000,16.000000,0.750000
20140205.000000,1.000000,13.000000,0.625000
20140207.000000,1.000000,5.000000,0.625000
20140209.000000,1.000000,4.000000,0.625000
20140212.000000,1.000000,19.000000,0.625000
20140218.000000,1.000000,30.000000,0.625000
20140221.000000,0.000000,28.000000,0.500000
20140223.000000,0.000000,18.000000,0.500000
20140224.000000,0.000000,29.000000,0.500000
20140226.000000,1.000000,27.000000,0.625000
20140301.000000,1.000000,29.000000,0.750000
20140304.000000,0.000000,24.000000,0.750000
20140306.000000,0.000000,23.000000,0.750000
20140308.000000,1.000000,11.000000,0.750000
20140310.000000,1.000000,24.000000,0.875000
20140312.000000,1.000000,21.000000,1.000000
20140314.000000,0.000000,20.000000,1.000000
20140316.000000,1.000000,7.000000,1.000000
20140317.000000,0.000000,16.000000,1.000000
20140322.000000,1.000000,8.000000,0.875000
20140324.000000,1.000000,10.000000,0.875000
20140326.000000,0.000000,29.000000,0.875000
20140327.000000,0.000000,26.000000,0.750000
20140329.000000,0.000000,27.000000,0.750000
20140331.000000,0.000000,17.000000,0.750000
20140402.000000,0.000000,24.000000,0.750000
20140403.000000,1.000000,26.000000,0.750000
20140406.000000,1.000000,23.000000,0.750000
20140409.000000,1.000000,18.000000,0.750000
20140412.000000,1.000000,25.000000,0.625000
20140415.000000,1.000000,16.000000,0.750000
20140416.000000,0.000000,19.000000,0.750000
