20131030.000000,1.000000,28.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20131101.000000,0.000000,23.000000,2.538482,-2.862532,7.292683,36.975610,-1.808447
20131102.000000,0.000000,19.000000,1.538482,0.137468,9.292683,31.975610,0.191553
20131105.000000,0.000000,16.000000,0.538482,0.137468,9.292683,32.975610,0.191553
20131106.000000,1.000000,24.000000,0.538482,0.137468,8.292683,33.975610,-0.808447
20131108.000000,1.000000,21.000000,0.538482,0.137468,10.292683,32.975610,0.191553
20131110.000000,0.000000,3.000000,0.538482,0.137468,9.292683,33.975610,0.191553
20131111.000000,0.000000,4.000000,0.538482,-0.862532,10.292683,32.975610,-0.808447
20131113.000000,1.000000,15.000000,0.538482,-1.862532,9.292683,33.975610,0.191553
20131115.000000,0.000000,20.000000,-0.461518,1.137468,10.292683,32.975610,0.191553
20131120.000000,1.000000,1.000000,2.538482,1.137468,8.292683,33.975610,-0.808447
20131122.000000,0.000000,28.000000,1.538482,2.137468,10.292683,32.975610,0.191553
20131123.000000,1.000000,7.000000,0.538482,0.137468,9.292683,33.975610,-0.808447
20131125.000000,1.000000,29.000000,1.538482,-0.862532,8.292683,33.975610,0.191553
20131127.000000,0.000000,18.000000,0.538482,1.137468,10.292683,32.975610,-0.808447
20131129.000000,0.000000,14.000000,0.538482,1.137468,9.292683,33.975610,0.191553
20131130.000000,1.000000,27.000000,0.538482,2.137468,10.292683,32.975610,-0.808447
20131202.000000,1.000000,11.000000,0.538482,0.137468,9.292683,34.975610,0.191553
20131207.000000,1.000000,9.000000,0.538482,-0.862532,10.292683,31.975610,-0.808447
20131210.000000,0.000000,5.000000,0.538482,2.137468,9.292683,32.975610,0.191553
20131211.000000,0.000000,10.000000,0.538482,0.137468,11.292683,33.975610,-0.808447
20131213.000000,1.000000,17.000000,0.538482,0.137468,12.292683,32.975610,0.191553
20131214.000000,0.000000,20.000000,0.538482,-0.862532,7.292683,33.975610,0.191553
20131216.000000,0.000000,22.000000,0.538482,2.137468,9.292683,32.975610,-0.808447
20131218.000000,0.000000,24.000000,0.538482,0.137468,10.292683,33.975610,0.191553
20131219.000000,0.000000,21.000000,0.538482,1.137468,9.292683,32.975610,-0.808447
20131221.000000,1.000000,18.000000,0.538482,1.137468,10.292683,33.975610,0.191553
20131223.000000,1.000000,5.000000,-0.461518,1.137468,8.292683,33.975610,1.191553
20131225.000000,1.000000,27.000000,2.538482,1.137468,10.292683,33.975610,0.191553
20131226.000000,0.000000,26.000000,1.538482,1.137468,9.292683,36.975610,-0.808447
20131229.000000,1.000000,25.000000,0.538482,2.137468,8.292683,31.975610,0.191553
20131231.000000,1.000000,2.000000,0.538482,0.137468,10.292683,32.975610,-0.808447
20140102.000000,1.000000,3.000000,0.538482,0.137468,9.292683,33.975610,0.191553
20140104.000000,1.000000,22.000000,0.538482,-0.862532,10.292683,32.975610,-0.808447
20140107.000000,0.000000,28.000000,0.538482,-1.862532,9.292683,33.975610,0.191553
20140108.000000,1.000000,26.000000,0.538482,1.137468,10.292683,32.975610,-0.808447
20140112.000000,1.000000,17.000000,0.538482,2.137468,9.292683,34.975610,0.191553
20140113.000000,0.000000,29.000000,0.538482,0.137468,8.292683,31.975610,-0.808447
20140115.000000,1.000000,20.000000,0.538482,-0.862532,10.292683,32.975610,0.191553
20140117.000000,1.000000,19.000000,-0.461518,-1.862532,9.292683,33.975610,-0.808447
20140119.000000,1.000000,10.000000,2.538482,-1.862532,10.292683,36.975610,0.191553
20140122.000000,1.000000,18.000000,1.538482,1.137468,9.292683,31.975610,-0.808447
20140124.000000,0.000000,11.000000,0.538482,2.137468,11.292683,32.975610,0.191553
20140126.000000,0.000000,13.000000,0.538482,0.137468,12.292683,33.975610,-0.808447
20140128.000000,0.000000,27.000000,0.538482,-0.862532,7.292683,32.975610,0.191553
20140129.000000,1.000000,6.000000,-0.461518,2.137468,9.292683,33.975610,-0.808447
20140201.000000,1.000000,25.000000,2.538482,0.137468,10.292683,32.975610,0.191553
20140203.000000,0.000000,29.000000,1.538482,-0.862532,8.292683,33.975610,-0.808447
20140205.000000,0.000000,15.000000,0.538482,-1.862532,10.292683,33.975610,0.191553
20140206.000000,0.000000,2.000000,0.538482,1.137468,9.292683,32.975610,-0.808447
20140208.000000,0.000000,12.000000,0.538482,2.137468,8.292683,33.975610,0.191553
20140210.000000,0.000000,8.000000,0.538482,0.137468,10.292683,32.975610,-0.808447
20140212.000000,0.000000,1.000000,0.538482,-0.862532,8.292683,33.975610,0.191553
20140218.000000,0.000000,22.000000,0.538482,2.137468,10.292683,33.975610,-0.808447
20140219.000000,0.000000,19.000000,0.538482,0.137468,9.292683,32.975610,0.191553
20140221.000000,0.000000,24.000000,0.538482,-0.862532,11.292683,33.975610,-0.808447
20140226.000000,1.000000,8.000000,1.538482,1.137468,12.292683,32.975610,1.191553
20140228.000000,1.000000,12.000000,0.538482,2.137468,7.292683,33.975610,1.191553
20140302.000000,1.000000,26.000000,0.538482,0.137468,7.292683,32.975610,1.191553
20140304.000000,0.000000,7.000000,0.538482,-0.862532,9.292683,33.975610,1.191553
20140306.000000,1.000000,13.000000,0.538482,1.137468,8.292683,36.975610,1.191553
20140308.000000,1.000000,14.000000,0.538482,2.137468,10.292683,31.975610,0.191553
20140311.000000,0.000000,6.000000,0.538482,0.137468,9.292683,32.975610,-0.808447
20140312.000000,1.000000,19.000000,0.538482,-0.862532,11.292683,33.975610,0.191553
20140314.000000,1.000000,23.000000,0.538482,2.137468,12.292683,32.975610,-0.808447
20140316.000000,1.000000,20.000000,0.538482,0.137468,7.292683,34.975610,0.191553
20140319.000000,0.000000,23.000000,1.538482,-0.862532,9.292683,32.975610,-0.808447
20140321.000000,0.000000,25.000000,0.538482,2.137468,10.292683,34.975610,0.191553
20140322.000000,0.000000,21.000000,-0.461518,0.137468,9.292683,32.975610,0.191553
20140324.000000,1.000000,4.000000,2.538482,-0.862532,8.292683,33.975610,-0.808447
20140326.000000,1.000000,16.000000,1.538482,1.137468,10.292683,32.975610,0.191553
20140328.000000,0.000000,16.000000,0.538482,2.137468,9.292683,33.975610,-0.808447
20140329.000000,1.000000,29.000000,0.538482,0.137468,9.292683,32.975610,0.191553
20140331.000000,0.000000,9.000000,0.538482,0.137468,11.292683,33.975610,-0.808447
20140402.000000,1.000000,21.000000,0.538482,0.137468,12.292683,32.975610,0.191553
20140403.000000,0.000000,18.000000,0.538482,-0.862532,7.292683,33.975610,-0.808447
20140406.000000,1.000000,28.000000,0.538482,1.137468,9.292683,33.975610,0.191553
20140408.000000,0.000000,17.000000,0.538482,2.137468,10.292683,32.975610,-0.808447
20140410.000000,0.000000,26.000000,0.538482,0.137468,9.292683,33.975610,0.191553
20140411.000000,1.000000,24.000000,0.538482,0.137468,10.292683,32.975610,-0.808447
20140414.000000,0.000000,27.000000,0.538482,0.137468,9.292683,33.975610,0.191553
20140416.000000,1.000000,23.000000,0.538482,0.137468,11.292683,32.975610,-0.808447
